title,authors,fieldOfStudy,year,doiUrl
Hyperglycosylated resurfaced stabilized GP120 core as an immunogen elicits antibodies targeted at the CD4-binding site,"K  Dai, JC  Boyington, W  Shi, SD  Schmidt, I  Georgiev, D  Lingwood, PD  Kwong, JR  Mascola, Z  Yang, GJ  Nabel",Chemistry,2012,https://doi.org/10.1186/1742-4690-9-S2-P23
The Nonexistence of Conformal Deformations on Riemannian Warped Product Manifolds,"Yoon-Tae  Jung, Jan-Dee  Kim, Eun-Hee  Choi, Soo-Young  Lee",Mathematics,2012,https://doi.org/10.13160/RICNS.2012.5.1.042
ANTIHYPERTENSIVE EFFECT OF RUTIN: PHARMACOLOGICAL AND COMPUTATIONAL APPROACH,"M  GangaRaju, Prem Prasad Goud, Suvarchala Reddy Nvl",Chemistry,2019,https://doi.org/10.22159/ajpcr.2019.v12i18.34118
Su1540 Self-Expandable Biodegradable Stent in the Management of Refractory Benign Colorectal Strictures: Preliminary Results From a Pilot Study,"Alessandro  Repici, Giacomo  Rando, F.  Romeo, Nico  Pagano, Alessandra  Carlino, E.  Vitetta, G.  Delconte, Giuseppe  Strangio, Silvio  Danese, Daniel D. Ferreira, Alberto  Malesci",Medicine,2011,https://doi.org/10.1016/j.gie.2011.03.594
Trend of normalized difference vegetation index (NDVI) over Turkey,"Sinan Jasim Hadi, Mustafa  Tombul, Omar F. Althuwaynee",Environmental Science,2018,https://doi.org/10.1117/12.2502163
Influence of Metal Inert Gas (MIG) Welding Factors Wire Feed Rate and Weld Travel Speed on Aluminum Weld Joint Strength,"Ramakrishna  Koganti, Armando  Joaquin, Matthew John Zaluzec, Chris  Karas",Engineering,2008,https://doi.org/10.1115/MSEC_ICMP2008-72127
Potential Sunitinib-Induced Coronary Artery and Aortic Dissections.,"Raja  Hatem, Emmanuel  Bebawi, Erick  Schampaert",Medicine,2017,https://doi.org/10.1016/j.cjca.2017.03.002
Education in China,Lajpat  Rai,Economics,1983,https://doi.org/10.1177/000944558301900501
Logically Incorrect Arguments,"Vladimír  Svoboda, Jaroslav  Peregrin",Computer Science,2016,https://doi.org/10.1007/S10503-015-9375-1
ANOTEL: Cellular Networks with Location Privacy,"Tim  Dittler, Florian  Tschorsch, Stefan  Dietzel, Björn  Scheuermann",Computer Science,2016,https://doi.org/10.1109/LCN.2016.110
The use of derivatives for establishing integration limits of chromatographic peaks,"Eli  Grushka, Ibrahim Z. Atamna",Chemistry,1987,https://doi.org/10.1007/BF02688484
Functional semiconductors targeting copolymer architectures and hybrid nanostructures,"Joannis K. Kallitsis, Charalampos  Anastasopoulos, Aikaterini K. Andreopoulou",Materials Science,2015,https://doi.org/10.1557/MRC.2015.42
Growth on Meromorphic Solutions of Differential–Difference Equations,"Qiong-Yan  Wang, Guoping  Zhan, Pei-Chu  Hu",Mathematics,2020,https://doi.org/10.1007/S40840-019-00753-5
Case Report: Increased Serum Leptin by Cholecystitis in a Diabetic Patient,"Mitsuru  Moriya, Toshikatsu  Okumura, Wataru  Motomura, Nobuhiko  Takahashi, Takashi  Kitagawa, Yutaka  Kohgo",Medicine,2004,https://doi.org/10.1023/A%3A1005525108518
"The corrosion of mild steel in 0.01M, 1M and 3M HCl","K. Chandrasekara Pillai, R.  Narayan",Materials Science,1982,https://doi.org/10.1016/0010-938X%2882%2990127-5
CO-TRIMOXAZOLE FOR LEISHMANIASIS—OR METRONIDAZOLE?,"J.  Masramon, J.  Aubia, J.  Lloveras, I.  Llorach, M.  Llorach",Medicine,1981,https://doi.org/10.1016/S0140-6736%2881%2991590-7
White liver sign,"Aina  Venkatasamy, Quentin  Minault, Francis  Veillon",Medicine,2018,https://doi.org/10.1007/s00261-018-1491-6
Rural Indian and Indigenous Australian Women Working Towards Empowerment,"Tracey L. Moyle, Maureen F. Dollard",Sociology,2008,https://doi.org/10.1177/097300520900400208
Efficient Structured Inference for Transition-Based Parsing with Neural Networks and Error States,"Ashish  Vaswani, Kenji  Sagae",Computer Science,2016,https://doi.org/10.1162/tacl_a_00092
Processes controlling spatial and temporal dynamics of spring water chemistry in the Black Forest National Park.,"Markus  Merk, Nadine  Goeppert, Nico  Goldscheider",Environmental Science,2020,https://doi.org/10.1016/j.scitotenv.2020.137742
SESSION T2A: Tutorial: Advanced ESD protection design for CMOS circuits and systems,Ming-Dou  Ker,Engineering,2015,https://doi.org/10.1109/SOCC.2015.7406884
Steady-state pharmacokinetics of imipenem in febrile neutropenic cancer patients.,"G L Drusano, K I Plaisance, A  Forrest, C  Bustamante, A  Devlin, H C Standiford, J C Wade",Medicine,1987,https://doi.org/10.1128/AAC.31.9.1420
"Spatial distribution of roadway environment features related to child pedestrian safety by census tract income in Toronto, Canada","Linda  Rothman, Marie-Soleil  Cloutier, Kevin  Manaugh, Andrew William Howard, Alison K Macpherson, Colin  Macarthur",Geography,2019,https://doi.org/10.1136/injuryprev-2018-043125
A screening tool with five risk factors was developed for fall-risk prediction in community-dwelling elderly.,"Bienvenu  Bongue, Caroline  Dupré, Olivier  Beauchet, Arnaud  Rossat, Bruno  Fantino, Alain  Colvez",Medicine,2011,https://doi.org/10.1016/j.jclinepi.2010.12.014
The vertical distribution of tropospheric ammonia,"Joel S. Levine, Tommy R. Augustsson, James M. Hoell",Geology,1980,https://doi.org/10.1029/GL007I005P00317
"ИССЛЕДОВАНИЕ ВОДОРОДНОГО ОХРУПЧИВАНИЯ МЕТАЛЛА, ПРИВОДЯЩЕГО К РАЗРУШЕНИЮ МЕТАЛЛОКОНСТРУКЦИИ","О. А. Насибуллина, Р. Г. Ризванов, А. Г. Гареев",Materials Science,2017,https://doi.org/10.17122/NTJ-OIL-2017-1-107-115
Lexical Relations between Salaca Livonian and Estonian Dialects,"K  Pajusalu, A  Krikmann, E  Winkler",Philosophy,2009,https://doi.org/10.3176/LU.2009.4.04
Symposium review: The dairy matrix: Bioaccessibility and bioavailability of nutrients and physiological effects.,"Sylvie L Turgeon, Guillaume  Brisson",Chemistry,2019,https://doi.org/10.3168/jds.2019-17308
Benchtop and microcentrifuge preparation of Pseudomonas aeruginosa competent cells.,"Rungtip  Chuanchuen, Craig T Narasaki, Herbert P Schweizer",Medicine,2002,https://doi.org/10.2144/02334BM08
Growth Evaluation of Lipid Production Microalgae Scenedesmus obliquus using Raman Spectroscopy,"Yong Jin Yoo, Geon Woo Lee, Dong Hyun Baek, Jin Woo Lee, Ho Seob Kim",Chemistry,2020,https://doi.org/10.5762/KAIS.2020.21.5.223
Labeling and biological evaluation of 99mTc-azithromycin for infective inflammation diagnosis,M. H. Sanad,Chemistry,2013,https://doi.org/10.1134/S1066362213050159
Rank Transformations and the Prediction of Corporate Failure,"Gregory D. Kane, Frederick M. Richardson, Nancy L. Meade",Economics,1998,https://doi.org/10.1111/J.1911-3846.1998.TB00553.X
Long‐term monitoring of creep rate along the Hayward Fault and evidence for a lasting creep response to 1989 Loma Prieta Earthquake,"James J. Lienkaemper, Jon S. Galehouse, Robert W. Simpson",Geology,2001,https://doi.org/10.1029/2000GL012776
Infrared Laser Photolysis Of Polyatomic Molecules: A Powerful Technique For Studying Elementary Processes In The Gas Phase,"Martin R. Levy, Hanna  Reisler, M.  Mangir, Curt  Wittig",Physics,1980,https://doi.org/10.1117/12.7972466
Experiments on subtractive color mixing with a spectrophotometer,"Pupa U. P. A. Gilbert, Willy  Haeberli",Physics,2007,https://doi.org/10.1119/1.2431654
Experimental infection of Lutzomyia longipalpis fed on a patient with cutaneous leishmaniasis due to Leishmania mexicana amazonensis.,"L M Deane, E F Rangel, M  Paes-Oliveira, G  Grimaldi Júnior, H  Momen, N  de Souza, E  Wermelinger, A  Barbosa",Biology,1986,https://doi.org/10.1590/S0074-02761986000100020
ESR spin trapping of a carbon-centered free radical from agonist-stimulated human platelets.,"Duen-Suey  Chou, George  Hsiao, Ming-Yi  Shen, Yan-Jyu  Tsai, Tzeng-Fu  Chen, Joen-Rong  Sheu",Chemistry,2005,https://doi.org/10.1016/J.FREERADBIOMED.2005.03.011
Highly conductive electrodes of graphene oxide/natural rubber latex-based electrodes by using a hyper-branched surfactant,"Abu Bakar Suriani, M. D. Nurhafizah, Azmi  Mohamed, A. K. Masrom, Veena  Sahajwalla, Rakesh K. Joshi",Materials Science,2016,https://doi.org/10.1016/J.MATDES.2016.03.067
Cavity backed parasitic patch antenna with slotted strips,"Swati  Tiwari, Garima  Tiwari",Computer Science,2019,https://doi.org/10.1109/ICITAET47105.2019.9170139
Notes on Early Land Plants Today. 9. Validation of Riccia gangetica Ahmad,"Lars  Söderström, Anders  Hagborg, Matt Von Konrat",Biology,2012,https://doi.org/10.11646/PHYTOTAXA.65.1.14
Watching nanomaterials transform in time.,Marc S Lavine,Materials Science,2017,https://doi.org/10.1126/science.356.6335.280-m
Estimating the marginal cost of nature conservation: evidence from Israel,"Nir  Becker, Yanay  Farja",Economics,2018,https://doi.org/10.1080/13504509.2017.1411846
Heparin inhibits melatonin binding and signal transduction in chick brain.,"L P Niles, C  Harjivan, A  Nanji",Biology,1994,https://doi.org/10.1159/000109568
Social Capital and the Adaptation of the Second Generation: The Case of Vietnamese Youth in New Orleans 1,"Min  Zhou, Carl L. Bankston",Sociology,1994,https://doi.org/10.1177/019791839402800409
Volterra's Theory of Elastic Dislocations for a Transversally Isotropic Homogeneous Hollow Cylinder,"E.  Laserra, M.  Pecoraro",Mathematics,2003,https://doi.org/10.1023/A%3A1024823620380
Towards the development of an intelligent supply contract design system,"Khairy A.H. Kobbacy, Hexin  Wang, Wenbin  Wang",Business,2011,https://doi.org/10.1108/17410381111149648
"Structural, Morphological and Optical Properties of Nanoproducts of Zirconium Target Laser Ablation in Water and Aqueous SDS Solutions","Vyacheslav T Karpukhin, Michael  Malikov, Tatyana  Borodina, George  Valyano, O. A. Gololobova, Dmitry  Strikanov",Materials Science,2017,https://doi.org/10.23939/CHCHT11.01.025
"""Dual-Key-and-Lock"" Ruthenium Complex Probe for Lysosomal Formaldehyde in Cancer Cells and Tumors.","Chaolong  Liu, Run  Zhang, Wenzhu  Zhang, Jianping  Liu, Yong-Lei  Wang, Zhongbo  Du, Bo  Song, Zhi Ping Xu, Jingli  Yuan",Medicine,2019,https://doi.org/10.1021/jacs.8b13898
Communication as a Strategy to Promote Sports and Health Activities Designed for Adolescents,"Antonio  Fernández-Martínez, Raquel  Pérez-Ordás, Román  Nuviala, Mónica  Aznar, Ana María Porcel-Gálvez, Alberto  Nuviala",Psychology,2020,https://doi.org/10.3390/ijerph17134861
Happiness as End: A Reading of Rosmersholm,Anne-Marie  Stanton-Ife,Philosophy,2006,https://doi.org/10.3138/MD.49.3.348
Management of Politics in the German Chancellor’s Office,Ferdinand  Müller-Rommel,Political Science,2000,https://doi.org/10.1007/978-1-349-62797-4_5
Continuous determination of the wear-reducing effect of ion implantation on gears by the double-labelling radionuclide technique☆,"A.  Gervé, B.  Kehrwald, L.  Wiesner, T. W. Conlon, G.  Dearnaley",Materials Science,1985,https://doi.org/10.1016/0025-5416%2885%2990395-7
A New Tripartite Modularity for Detecting Communities,Tsuyoshi  Murata,Computer Science,2011,https://doi.org/10.11185/IMT.6.572
Neonatal–perinatal medicine fellow procedural experience and competency determination: results of a national survey,"T  Sawyer, H  French, A  Ades, L  Johnston",Medicine,2016,https://doi.org/10.1038/jp.2016.19
Tsallis relative operator entropy with negative parameters,"Jun Ichi Fujii, Yuki  Seo",Mathematics,2016,https://doi.org/10.22034/AOT.1610.1038
Surface orientation transitions in surface stabilized ferroelectric liquid crystal structures,"Jiuzhi  Xue, Noel A. Clark, M. R. Meadows",Physics,1988,https://doi.org/10.1063/1.100242
Performance Evaluation of Forecasting Models for Demand of Ductile Pipe,"Kim, Young  il",Economics,2011,https://doi.org/10.36345/kacst.2011.29.2.005
Total Production Control of BF-MILL with Expert Systems in NKK,"Yasutsugu  Ogura, Hiroyuki  Hamada",Engineering,1990,https://doi.org/10.1007/3-540-53104-1_50
Old 'foundations' and new 'rules' - For an enlarged European Union,"Philippe C. Schmitter, José I. Torreblanca",Economics,1997,https://doi.org/10.2139/SSRN.302664
Hypergolic Ignition of a Gelled Ionic Liquid Fuel,Millicent  Coil,Materials Science,2010,https://doi.org/10.2514/6.2010-6901
Wrist actigraphy for scratch detection in the presence of confounding activities,"Johanna  Feuerstein, Daniel  Austin, Robert  Sack, Tamara L. Hayes",Medicine,2011,https://doi.org/10.1109/IEMBS.2011.6090615
The Relation between Comments Inserted onto Digital Textbooks by Students and Grades Earned in the Course,"Akihiro  Motoki, Tomoko  Harada, Takashi  Nagatsuka",Computer Science,2010,https://doi.org/10.1007/978-3-642-13654-2_6
The observer-relative velocity field as the basis for effective motion parallax.,"M L Braunstein, J S Tittle",Psychology,1988,https://doi.org/10.1037/0096-1523.14.4.582
The Computability of Relaxed Data Structures: Queues and Stacks as Examples,"Nir  Shavit, Gadi  Taubenfeld",Mathematics,2015,https://doi.org/10.1007/978-3-319-25258-2_29
Hypersurfaces with isotropic Blaschke tensor,"Zhen  Guo, Jianbo  Fang, Limiao  Lin",Mathematics,2011,https://doi.org/10.2969/JMSJ%2F06341155
Modeling the incoming all-wave radiation in a planted trench system,"Isaac  Kramer, Nurit  Agam, Pedro  Berliner",Environmental Science,2020,https://doi.org/10.1016/j.agrformet.2019.107834
IGR J16479–4514: the first eclipsing supergiant fast X-ray transient?,"E.  Bozzo, L.  Stella, G.  Israel, M.  Falanga, S.  Campana",Physics,2008,https://doi.org/10.1111/j.1745-3933.2008.00566.x
The Use of Pistacia khinjuk Essential Oil to Modulate Shelf‐Life and Organoleptic Traits of Mechanically Deboned Chicken Meat,"Masume  Azimi, Anoosheh  Sharifan, Babak Ghiasi Tarzi",Chemistry,2017,https://doi.org/10.1111/JFPP.12814
The evaluation and analysis of polished fused silica subsurface quality by nanoindenter technique,"Bin  Ma, Zhengxiang  Shen, Pengfei  He, Fei  Sha, Chunliang  Wang, Bin  Wang, Yiqin  Ji, Huasong  Liu, Weihao  Li, Zhanshan  Wang",Materials Science,2010,https://doi.org/10.1364/OIC.2010.THD10
REPURPOSING THE KCA3.1 INHIBITOR SENICAPOC AS A MICROGLIA-TARGETED THERAPEUTIC CANDIDATE FOR ALZHEIMER’S DISEASE,"Lee-Way  Jin, Jacopo Di Lucente, Hai Minh Nguyen, Vikrant  Singh, Izumi  Maezawa",Medicine,2018,https://doi.org/10.1016/j.jalz.2018.06.3023
Testosterone free index correlates best with dehydroepiandrosterone sulfate.,"R V Haning, I H Carlson, S S Shapiro, W E Nolten",Medicine,1981,https://doi.org/10.1016/S0015-0282%2816%2945922-4
"From M(BH4)3 (M = La, Ce) Borohydride Frameworks to Controllable Synthesis of Porous Hydrides and Ion Conductors.","Morten Brix Ley, Mathias  Jørgensen, Radovan  Černý, Yaroslav  Filinchuk, Torben R Jensen",Chemistry,2016,https://doi.org/10.1021/ACS.INORGCHEM.6B01526
Catheter-Related Bloodstream Infections (CRBSIs),"Kengo  Inagaki, Rana El Feghaly",Medicine,2019,https://doi.org/10.1007/978-3-319-91080-2_29
ALTERATION OF SURFACE MEMBRANE GLYCOPROTEIN SYNTHESIS IN THE SMALL INTESTINE OF RATS WITH NUTRITIONAL IRON DEFICIENCY (NID),"J P Buts, J  Vamecq, Fr Van Hoof",Medicine,1986,https://doi.org/10.1203/00006450-198607000-00050
The Lagrangian progression of nitrous oxide within filaments formed in the Mauritanian upwelling,"Andrew P. Rees, Ian  Brown, Darren R. Clark, Ricardo  Torres",Chemistry,2011,https://doi.org/10.1029/2011GL049322
Non-invasive measurement system for human respiratory condition and body temperature,"Eiji  Toba, Sadamu  Sekiguchi, Toyonori  Nishimatsu",Computer Science,1994,https://doi.org/10.1109/MFI.1994.398374
Long-Lasting Effect of Changes in Incubation Temperature on Heat StressInduced Neuronal Hypothalamic c-Fos Expression in Chickens,"Oliver  Janke, Barbara  Tzschentke",Biology,2010,https://doi.org/10.2174/1874453201003010150
Using the National Digital Forecast Database for model-based building controls,"Sean Hay Kim, Godfried  Augenbroe",Computer Science,2012,https://doi.org/10.1016/J.AUTCON.2012.05.012
Affective dimension of mother-infant picturebook reading,"Adriana G. Bus, Marinus H. van IJzendoorn",Psychology,1997,https://doi.org/10.1016/S0022-4405%2896%2900030-1
Powering Responses to the Global Competitive Challenge,R.M.  White,Engineering,1988,https://doi.org/10.1109/MPER.1988.589475
Role of primary and secondary protein structure in neurotransmitter receptor activation mechanisms.,"G A Mercier, R  Osman, H  Weinstein",Chemistry,1988,https://doi.org/10.1093/PROTEIN%2F2.4.261
Design and testing of a low-cost robotic wheelchair prototype,"David P. Miller, Marc G. Slack",Computer Science,1995,https://doi.org/10.1007/BF00735440
Preparation of mono- and diacylglycerols by enzymatic esterification of glycerol with conjugated linoleic acid in hexane,"C. E.  Martinez, J. C.  Vinay, R.  Brieva, C. G.  Hill, H. S.  Garcia",Chemistry,2005,https://doi.org/10.1385/ABAB%3A125%3A1%3A063
Rapid high-performance liquid chromatographic methods that screen for aromatic compounds in environmental samples,"Margaret M. Krahn, Gina M. Ylitalo, Jon  Buzitis, Sin-Lam  Chan, Usha  Varanasi",Chemistry,1993,https://doi.org/10.1016/0021-9673%2893%2980073-H
Pediatric reference intervals for immunoglobulin G and its subclasses with Siemens immunonephelometric assays.,"Nathalie  Lepage, Shih-Han S Huang, Ed  Nieuwenhuys, Guido  Filler",Chemistry,2010,https://doi.org/10.1016/j.clinbiochem.2010.02.003
